Cython,Python
0.000942707062,0.025119304657
0.000948429108,0.025470972061
0.000952482224,0.025241851807
0.000951290131,0.025433301926
0.000941753387,0.025239944458
0.000950574875,0.025264263153
0.000947713852,0.025334835052
0.000952005386,0.025044918060
0.001001358032,0.025139570236
0.000964879990,0.025586605072
0.001075267792,0.029216766357
0.000950813293,0.025213956833
0.000941514969,0.027392864227
0.000959634781,0.025416851044
0.000974655151,0.025296211243
0.000951290131,0.025179862976
0.000934600830,0.025153160095
0.000960826874,0.025632381439
0.000926733017,0.025147199631
0.000950574875,0.028001546860
0.001008272171,0.025298118591
0.000952243805,0.025412559509
0.000942468643,0.024657011032
0.000979661942,0.025202274323
0.000945568085,0.024683237076
0.000949382782,0.025316476822
0.000955343246,0.026293516159
0.000939846039,0.025141239166
0.000934362411,0.025639772415
0.000987291336,0.025319337845
