Cython,Python
0.000703573227,0.021060228348
0.000852108002,0.018365621567
0.000703811646,0.017945289612
0.000706672668,0.020467519760
0.000696659088,0.018103361130
0.000709533691,0.020828008652
0.000708103180,0.018188476562
0.000704050064,0.018304824829
0.000805139542,0.021354675293
0.000750064850,0.018033981323
0.000708580017,0.018158435822
0.000724077225,0.018371582031
0.000704765320,0.018095493317
0.000700235367,0.018071413040
0.000708818436,0.018047332764
0.000731468201,0.018160104752
0.000724315643,0.018084049225
0.000705957413,0.018224000931
0.000701904297,0.018031597137
0.000694751740,0.018321514130
0.000705957413,0.018098831177
0.000693321228,0.018187761307
0.000703573227,0.017987251282
0.000720977783,0.018064260483
0.000705718994,0.017960548401
0.000706672668,0.017972946167
0.000699758530,0.018092393875
0.000690698624,0.017994165421
0.000715970993,0.018000125885
0.000747203827,0.018131017685
