Cython,Python
0.000226736069,0.005515098572
0.000228404999,0.005644083023
0.000224351883,0.005565643311
0.000227689743,0.007384300232
0.000229358673,0.005570888519
0.000229358673,0.005528450012
0.000227928162,0.005550861359
0.000228881836,0.005567312241
0.000251531601,0.005528211594
0.000228404999,0.005505800247
0.000232934952,0.005436897278
0.000232219696,0.005523443222
0.000232934952,0.005538225174
0.000232458115,0.006122827530
0.000228166580,0.005521297455
0.000227689743,0.005526542664
0.000228643417,0.005567312241
0.000230312347,0.005499124527
0.000226736069,0.006109476089
0.000231981277,0.005556106567
0.000229358673,0.005560398102
0.000227928162,0.005972862244
0.000228404999,0.005575895309
0.000229835510,0.005503892899
0.000233888626,0.005519151688
0.000227928162,0.005643606186
0.000229120255,0.005511760712
0.000227928162,0.005514144897
0.000225067139,0.005515098572
0.000228404999,0.005513429642
