Cython,Python
0.001690864563,0.044989824295
0.001702785492,0.045063734055
0.001686334610,0.045655488968
0.001710891724,0.045430421829
0.001678705215,0.044892549515
0.001749038696,0.045301198959
0.001734018326,0.045074939728
0.001690387726,0.045035362244
0.001731872559,0.044862508774
0.001711130142,0.045187711716
0.001738548279,0.045074224472
0.001719474792,0.045938968658
0.001701593399,0.047227382660
0.001763105392,0.045270919800
0.001745223999,0.045027971268
0.001682043076,0.045009613037
0.001920700073,0.045719146729
0.001662731171,0.044748544693
0.001729726791,0.044991254807
0.001791715622,0.047634840012
0.001695394516,0.044959068298
0.001701593399,0.044871568680
0.001956939697,0.045172929764
0.001694917679,0.045063972473
0.001738548279,0.045405626297
0.001706361771,0.044638395309
0.001686573029,0.045139551163
0.001710414886,0.049716234207
0.001730680466,0.044942855835
0.001696109772,0.049368858337
