Cython,Python
0.000095605850,0.001900672913
0.000095129013,0.001935005188
0.000093698502,0.001927614212
0.000093936920,0.001931667328
0.000093460083,0.001890182495
0.000094652176,0.001961231232
0.000092983246,0.001890659332
0.000094175339,0.001886367798
0.000093698502,0.001937150955
0.000093698502,0.001883983612
0.000095367432,0.001893281937
0.000095605850,0.001918315887
0.000110387802,0.001955509186
0.000092983246,0.002100944519
0.000094890594,0.001889228821
0.000094175339,0.001897811890
0.000108480453,0.001914501190
0.000091314316,0.001892328262
0.000093936920,0.001921653748
0.000093936920,0.001942396164
0.000094652176,0.001886129379
0.000092983246,0.001883983612
0.000094175339,0.001889944077
0.000109672546,0.002294063568
0.000095129013,0.001909017563
0.000094413757,0.001925706863
0.000093698502,0.001922369003
0.000096797943,0.002095460892
0.000094413757,0.001930713654
0.000097751617,0.001931428909
