Cython,Python
0.053969621658,7.191280364990
0.053638696671,6.915115594864
0.052303791046,6.962634325027
0.052351951599,6.904456138611
0.052357673645,6.954603910446
0.052125692368,6.952883958817
0.052207231522,6.864845037460
0.051270723343,6.815969944000
0.051924943924,6.874476671219
0.059568881989,6.856859683990
0.051830530167,6.829291343689
0.051862716675,6.831255197525
0.051909685135,6.835038423538
0.051714420319,6.813868284225
0.053465127945,7.122827529907
0.057175636292,6.829368829727
0.052281141281,6.884520053864
0.058189153671,6.998592138290
0.052568197250,6.899681329727
0.051867961884,6.815711259842
0.055590391159,6.908810377121
0.056400299072,6.802936792374
0.051946878433,6.933418512344
0.054723739624,6.954329013824
0.051944255829,7.132937908173
0.056057214737,6.867368698120
0.051794290543,6.861576795578
0.057007551193,6.896152973175
0.050987720490,6.817869663239
0.052042961121,6.898629665375
