Cython,Python
0.200874328613,31.392924308777
0.231296539307,31.942011833191
0.234759330750,30.533064603806
0.268974304199,31.109009265900
0.208594799042,31.496384382248
0.229177713394,31.607863664627
0.209536314011,31.534781932831
0.258263349533,31.490261554718
0.200663089752,31.430773019791
0.227062225342,31.696645498276
0.254676103592,31.478405952454
0.258635520935,31.127109050751
0.252422571182,31.972547769547
0.229069232941,31.711803197861
0.255726575851,32.195242166519
0.235442638397,31.988698005676
0.235466718674,31.731738090515
0.254894971848,31.156611204147
0.229211568832,32.302767753601
0.249632358551,31.569466352463
0.245669126511,31.562324285507
0.229439735413,30.936467647552
0.248547554016,32.132266998291
0.257892370224,31.656627178192
0.256674051285,31.667323350906
0.209824800491,31.537790060043
0.249203681946,31.827718734741
0.209443807602,31.895665645599
0.205593109131,31.902376174927
0.250664234161,31.171222209930
